UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;TIPO_ELECCION;MESA;ESTADO_MESA;UBICACION_EN_CEDULA;TIPO_AGRUPACION;CODIGO_AGRUPACION;AGRUPACION_POLITICA;VOTOS_OBTENIDOS;ELECTORES_HABILES;VOTOS_BLANCOS;VOTOS_NULOS;VOTOS_IMPUG
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;028563;ACTA ELECTORAL NORMAL;1;REGIONAL;00000150;MOVIMIENTO ESPERANZA REGION AMAZONICA;12;284;1;6;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;028563;ACTA ELECTORAL NORMAL;2;REGIONAL;00000061;FUERZA LORETANA;71;284;1;6;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;028563;ACTA ELECTORAL NORMAL;3;REGIONAL;00000315;MOVIMIENTO INDEPENDIENTE LORETO - MI LORETO;73;284;1;6;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;028563;ACTA ELECTORAL NORMAL;4;REGIONAL;00000129;MOVIMIENTO INTEGRACION LORETANA;52;284;1;6;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;028564;ACTA ELECTORAL NORMAL;1;REGIONAL;00000150;MOVIMIENTO ESPERANZA REGION AMAZONICA;22;292;0;6;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;028564;ACTA ELECTORAL NORMAL;2;REGIONAL;00000061;FUERZA LORETANA;55;292;0;6;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;028564;ACTA ELECTORAL NORMAL;3;REGIONAL;00000315;MOVIMIENTO INDEPENDIENTE LORETO - MI LORETO;60;292;0;6;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;028564;ACTA ELECTORAL NORMAL;4;REGIONAL;00000129;MOVIMIENTO INTEGRACION LORETANA;60;292;0;6;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;200424;ACTA ELECTORAL NORMAL;1;REGIONAL;00000150;MOVIMIENTO ESPERANZA REGION AMAZONICA;10;262;3;5;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;200424;ACTA ELECTORAL NORMAL;2;REGIONAL;00000061;FUERZA LORETANA;68;262;3;5;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;200424;ACTA ELECTORAL NORMAL;3;REGIONAL;00000315;MOVIMIENTO INDEPENDIENTE LORETO - MI LORETO;55;262;3;5;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;200424;ACTA ELECTORAL NORMAL;4;REGIONAL;00000129;MOVIMIENTO INTEGRACION LORETANA;53;262;3;5;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;210352;ACTA ELECTORAL NORMAL;1;REGIONAL;00000150;MOVIMIENTO ESPERANZA REGION AMAZONICA;18;274;2;2;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;210352;ACTA ELECTORAL NORMAL;2;REGIONAL;00000061;FUERZA LORETANA;61;274;2;2;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;210352;ACTA ELECTORAL NORMAL;3;REGIONAL;00000315;MOVIMIENTO INDEPENDIENTE LORETO - MI LORETO;62;274;2;2;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;210352;ACTA ELECTORAL NORMAL;4;REGIONAL;00000129;MOVIMIENTO INTEGRACION LORETANA;61;274;2;2;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;212605;ACTA ELECTORAL NORMAL;1;REGIONAL;00000150;MOVIMIENTO ESPERANZA REGION AMAZONICA;19;292;0;6;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;212605;ACTA ELECTORAL NORMAL;2;REGIONAL;00000061;FUERZA LORETANA;77;292;0;6;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;212605;ACTA ELECTORAL NORMAL;3;REGIONAL;00000315;MOVIMIENTO INDEPENDIENTE LORETO - MI LORETO;64;292;0;6;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;212605;ACTA ELECTORAL NORMAL;4;REGIONAL;00000129;MOVIMIENTO INTEGRACION LORETANA;53;292;0;6;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;212606;ACTA ELECTORAL NORMAL;1;REGIONAL;00000150;MOVIMIENTO ESPERANZA REGION AMAZONICA;10;189;0;1;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;212606;ACTA ELECTORAL NORMAL;2;REGIONAL;00000061;FUERZA LORETANA;38;189;0;1;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;212606;ACTA ELECTORAL NORMAL;3;REGIONAL;00000315;MOVIMIENTO INDEPENDIENTE LORETO - MI LORETO;42;189;0;1;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;212606;ACTA ELECTORAL NORMAL;4;REGIONAL;00000129;MOVIMIENTO INTEGRACION LORETANA;49;189;0;1;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;223890;ACTA ELECTORAL NORMAL;1;REGIONAL;00000150;MOVIMIENTO ESPERANZA REGION AMAZONICA;12;190;0;2;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;223890;ACTA ELECTORAL NORMAL;2;REGIONAL;00000061;FUERZA LORETANA;41;190;0;2;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;223890;ACTA ELECTORAL NORMAL;3;REGIONAL;00000315;MOVIMIENTO INDEPENDIENTE LORETO - MI LORETO;48;190;0;2;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;223890;ACTA ELECTORAL NORMAL;4;REGIONAL;00000129;MOVIMIENTO INTEGRACION LORETANA;34;190;0;2;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;227739;ACTA ELECTORAL NORMAL;1;REGIONAL;00000150;MOVIMIENTO ESPERANZA REGION AMAZONICA;17;229;0;1;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;227739;ACTA ELECTORAL NORMAL;2;REGIONAL;00000061;FUERZA LORETANA;49;229;0;1;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;227739;ACTA ELECTORAL NORMAL;3;REGIONAL;00000315;MOVIMIENTO INDEPENDIENTE LORETO - MI LORETO;42;229;0;1;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;227739;ACTA ELECTORAL NORMAL;4;REGIONAL;00000129;MOVIMIENTO INTEGRACION LORETANA;48;229;0;1;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;236982;ACTA ELECTORAL NORMAL;1;REGIONAL;00000150;MOVIMIENTO ESPERANZA REGION AMAZONICA;9;192;0;0;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;236982;ACTA ELECTORAL NORMAL;2;REGIONAL;00000061;FUERZA LORETANA;41;192;0;0;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;236982;ACTA ELECTORAL NORMAL;3;REGIONAL;00000315;MOVIMIENTO INDEPENDIENTE LORETO - MI LORETO;41;192;0;0;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;236982;ACTA ELECTORAL NORMAL;4;REGIONAL;00000129;MOVIMIENTO INTEGRACION LORETANA;35;192;0;0;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;242774;ACTA ELECTORAL NORMAL;1;REGIONAL;00000150;MOVIMIENTO ESPERANZA REGION AMAZONICA;12;193;0;1;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;242774;ACTA ELECTORAL NORMAL;2;REGIONAL;00000061;FUERZA LORETANA;37;193;0;1;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;242774;ACTA ELECTORAL NORMAL;3;REGIONAL;00000315;MOVIMIENTO INDEPENDIENTE LORETO - MI LORETO;41;193;0;1;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;242774;ACTA ELECTORAL NORMAL;4;REGIONAL;00000129;MOVIMIENTO INTEGRACION LORETANA;51;193;0;1;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;242776;ACTA ELECTORAL NORMAL;1;REGIONAL;00000150;MOVIMIENTO ESPERANZA REGION AMAZONICA;18;265;2;2;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;242776;ACTA ELECTORAL NORMAL;2;REGIONAL;00000061;FUERZA LORETANA;61;265;2;2;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;242776;ACTA ELECTORAL NORMAL;3;REGIONAL;00000315;MOVIMIENTO INDEPENDIENTE LORETO - MI LORETO;55;265;2;2;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;242776;ACTA ELECTORAL NORMAL;4;REGIONAL;00000129;MOVIMIENTO INTEGRACION LORETANA;42;265;2;2;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;245419;ACTA ELECTORAL NORMAL;1;REGIONAL;00000150;MOVIMIENTO ESPERANZA REGION AMAZONICA;10;188;0;4;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;245419;ACTA ELECTORAL NORMAL;2;REGIONAL;00000061;FUERZA LORETANA;41;188;0;4;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;245419;ACTA ELECTORAL NORMAL;3;REGIONAL;00000315;MOVIMIENTO INDEPENDIENTE LORETO - MI LORETO;22;188;0;4;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;245419;ACTA ELECTORAL NORMAL;4;REGIONAL;00000129;MOVIMIENTO INTEGRACION LORETANA;43;188;0;4;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;247184;ACTA ELECTORAL NORMAL;1;REGIONAL;00000150;MOVIMIENTO ESPERANZA REGION AMAZONICA;8;192;0;1;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;247184;ACTA ELECTORAL NORMAL;2;REGIONAL;00000061;FUERZA LORETANA;40;192;0;1;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;247184;ACTA ELECTORAL NORMAL;3;REGIONAL;00000315;MOVIMIENTO INDEPENDIENTE LORETO - MI LORETO;28;192;0;1;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;247184;ACTA ELECTORAL NORMAL;4;REGIONAL;00000129;MOVIMIENTO INTEGRACION LORETANA;45;192;0;1;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;249094;ACTA ELECTORAL NORMAL;1;REGIONAL;00000150;MOVIMIENTO ESPERANZA REGION AMAZONICA;17;189;0;3;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;249094;ACTA ELECTORAL NORMAL;2;REGIONAL;00000061;FUERZA LORETANA;41;189;0;3;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;249094;ACTA ELECTORAL NORMAL;3;REGIONAL;00000315;MOVIMIENTO INDEPENDIENTE LORETO - MI LORETO;40;189;0;3;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;249094;ACTA ELECTORAL NORMAL;4;REGIONAL;00000129;MOVIMIENTO INTEGRACION LORETANA;31;189;0;3;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;249095;ACTA ELECTORAL NORMAL;1;REGIONAL;00000150;MOVIMIENTO ESPERANZA REGION AMAZONICA;11;191;1;3;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;249095;ACTA ELECTORAL NORMAL;2;REGIONAL;00000061;FUERZA LORETANA;49;191;1;3;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;249095;ACTA ELECTORAL NORMAL;3;REGIONAL;00000315;MOVIMIENTO INDEPENDIENTE LORETO - MI LORETO;26;191;1;3;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;249095;ACTA ELECTORAL NORMAL;4;REGIONAL;00000129;MOVIMIENTO INTEGRACION LORETANA;31;191;1;3;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;249096;ACTA ELECTORAL NORMAL;1;REGIONAL;00000150;MOVIMIENTO ESPERANZA REGION AMAZONICA;14;194;0;5;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;249096;ACTA ELECTORAL NORMAL;2;REGIONAL;00000061;FUERZA LORETANA;27;194;0;5;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;249096;ACTA ELECTORAL NORMAL;3;REGIONAL;00000315;MOVIMIENTO INDEPENDIENTE LORETO - MI LORETO;38;194;0;5;0
150302;LORETO;LORETO;PARINARI;MUNICIPAL DISTRITAL;249096;ACTA ELECTORAL NORMAL;4;REGIONAL;00000129;MOVIMIENTO INTEGRACION LORETANA;29;194;0;5;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021638;ACTA ELECTORAL NORMAL;1;NACIONAL;00000014;PARTIDO DEMOCRATICO SOMOS PERU;30;297;4;17;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021638;ACTA ELECTORAL NORMAL;2;NACIONAL;00001257;ALIANZA PARA EL PROGRESO;29;297;4;17;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021638;ACTA ELECTORAL NORMAL;3;NACIONAL;00001366;FUERZA POPULAR;73;297;4;17;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021638;ACTA ELECTORAL NORMAL;4;NACIONAL;00000046;PERU POSIBLE;6;297;4;17;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021638;ACTA ELECTORAL NORMAL;5;NACIONAL;00000005;SIEMPRE UNIDOS;0;297;4;17;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021638;ACTA ELECTORAL NORMAL;6;REGIONAL;00002353;PASCO VERDE;25;297;4;17;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021638;ACTA ELECTORAL NORMAL;7;REGIONAL;00000983;MOVIMIENTO REGIONAL FRENTE ANDINO AMAZONICO;9;297;4;17;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021639;ACTA ELECTORAL NORMAL;1;NACIONAL;00000014;PARTIDO DEMOCRATICO SOMOS PERU;26;299;3;16;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021639;ACTA ELECTORAL NORMAL;2;NACIONAL;00001257;ALIANZA PARA EL PROGRESO;33;299;3;16;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021639;ACTA ELECTORAL NORMAL;3;NACIONAL;00001366;FUERZA POPULAR;81;299;3;16;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021639;ACTA ELECTORAL NORMAL;4;NACIONAL;00000046;PERU POSIBLE;7;299;3;16;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021639;ACTA ELECTORAL NORMAL;5;NACIONAL;00000005;SIEMPRE UNIDOS;0;299;3;16;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021639;ACTA ELECTORAL NORMAL;6;REGIONAL;00002353;PASCO VERDE;19;299;3;16;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021639;ACTA ELECTORAL NORMAL;7;REGIONAL;00000983;MOVIMIENTO REGIONAL FRENTE ANDINO AMAZONICO;13;299;3;16;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021640;ACTA ELECTORAL NORMAL;1;NACIONAL;00000014;PARTIDO DEMOCRATICO SOMOS PERU;40;297;0;20;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021640;ACTA ELECTORAL NORMAL;2;NACIONAL;00001257;ALIANZA PARA EL PROGRESO;27;297;0;20;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021640;ACTA ELECTORAL NORMAL;3;NACIONAL;00001366;FUERZA POPULAR;91;297;0;20;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021640;ACTA ELECTORAL NORMAL;4;NACIONAL;00000046;PERU POSIBLE;13;297;0;20;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021640;ACTA ELECTORAL NORMAL;5;NACIONAL;00000005;SIEMPRE UNIDOS;1;297;0;20;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021640;ACTA ELECTORAL NORMAL;6;REGIONAL;00002353;PASCO VERDE;13;297;0;20;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021640;ACTA ELECTORAL NORMAL;7;REGIONAL;00000983;MOVIMIENTO REGIONAL FRENTE ANDINO AMAZONICO;15;297;0;20;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021642;ACTA ELECTORAL NORMAL;1;NACIONAL;00000014;PARTIDO DEMOCRATICO SOMOS PERU;25;296;3;22;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021642;ACTA ELECTORAL NORMAL;2;NACIONAL;00001257;ALIANZA PARA EL PROGRESO;36;296;3;22;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021642;ACTA ELECTORAL NORMAL;3;NACIONAL;00001366;FUERZA POPULAR;61;296;3;22;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021642;ACTA ELECTORAL NORMAL;4;NACIONAL;00000046;PERU POSIBLE;12;296;3;22;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021642;ACTA ELECTORAL NORMAL;5;NACIONAL;00000005;SIEMPRE UNIDOS;0;296;3;22;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021642;ACTA ELECTORAL NORMAL;6;REGIONAL;00002353;PASCO VERDE;14;296;3;22;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021642;ACTA ELECTORAL NORMAL;7;REGIONAL;00000983;MOVIMIENTO REGIONAL FRENTE ANDINO AMAZONICO;10;296;3;22;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021643;ACTA ELECTORAL NORMAL;1;NACIONAL;00000014;PARTIDO DEMOCRATICO SOMOS PERU;31;297;1;19;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021643;ACTA ELECTORAL NORMAL;2;NACIONAL;00001257;ALIANZA PARA EL PROGRESO;41;297;1;19;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021643;ACTA ELECTORAL NORMAL;3;NACIONAL;00001366;FUERZA POPULAR;87;297;1;19;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021643;ACTA ELECTORAL NORMAL;4;NACIONAL;00000046;PERU POSIBLE;7;297;1;19;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021643;ACTA ELECTORAL NORMAL;5;NACIONAL;00000005;SIEMPRE UNIDOS;0;297;1;19;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021643;ACTA ELECTORAL NORMAL;6;REGIONAL;00002353;PASCO VERDE;12;297;1;19;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021643;ACTA ELECTORAL NORMAL;7;REGIONAL;00000983;MOVIMIENTO REGIONAL FRENTE ANDINO AMAZONICO;7;297;1;19;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021644;ACTA ELECTORAL NORMAL;1;NACIONAL;00000014;PARTIDO DEMOCRATICO SOMOS PERU;35;283;1;14;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021644;ACTA ELECTORAL NORMAL;2;NACIONAL;00001257;ALIANZA PARA EL PROGRESO;37;283;1;14;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021644;ACTA ELECTORAL NORMAL;3;NACIONAL;00001366;FUERZA POPULAR;74;283;1;14;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021644;ACTA ELECTORAL NORMAL;4;NACIONAL;00000046;PERU POSIBLE;7;283;1;14;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021644;ACTA ELECTORAL NORMAL;5;NACIONAL;00000005;SIEMPRE UNIDOS;0;283;1;14;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021644;ACTA ELECTORAL NORMAL;6;REGIONAL;00002353;PASCO VERDE;15;283;1;14;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021644;ACTA ELECTORAL NORMAL;7;REGIONAL;00000983;MOVIMIENTO REGIONAL FRENTE ANDINO AMAZONICO;10;283;1;14;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021668;ACTA ELECTORAL NORMAL;1;NACIONAL;00000014;PARTIDO DEMOCRATICO SOMOS PERU;15;280;3;16;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021668;ACTA ELECTORAL NORMAL;2;NACIONAL;00001257;ALIANZA PARA EL PROGRESO;34;280;3;16;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021668;ACTA ELECTORAL NORMAL;3;NACIONAL;00001366;FUERZA POPULAR;60;280;3;16;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021668;ACTA ELECTORAL NORMAL;4;NACIONAL;00000046;PERU POSIBLE;8;280;3;16;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021668;ACTA ELECTORAL NORMAL;5;NACIONAL;00000005;SIEMPRE UNIDOS;0;280;3;16;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021668;ACTA ELECTORAL NORMAL;6;REGIONAL;00002353;PASCO VERDE;23;280;3;16;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;021668;ACTA ELECTORAL NORMAL;7;REGIONAL;00000983;MOVIMIENTO REGIONAL FRENTE ANDINO AMAZONICO;10;280;3;16;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;201156;ACTA ELECTORAL NORMAL;1;NACIONAL;00000014;PARTIDO DEMOCRATICO SOMOS PERU;29;280;2;25;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;201156;ACTA ELECTORAL NORMAL;2;NACIONAL;00001257;ALIANZA PARA EL PROGRESO;32;280;2;25;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;201156;ACTA ELECTORAL NORMAL;3;NACIONAL;00001366;FUERZA POPULAR;64;280;2;25;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;201156;ACTA ELECTORAL NORMAL;4;NACIONAL;00000046;PERU POSIBLE;8;280;2;25;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;201156;ACTA ELECTORAL NORMAL;5;NACIONAL;00000005;SIEMPRE UNIDOS;0;280;2;25;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;201156;ACTA ELECTORAL NORMAL;6;REGIONAL;00002353;PASCO VERDE;14;280;2;25;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;201156;ACTA ELECTORAL NORMAL;7;REGIONAL;00000983;MOVIMIENTO REGIONAL FRENTE ANDINO AMAZONICO;10;280;2;25;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;206121;ACTA ELECTORAL NORMAL;1;NACIONAL;00000014;PARTIDO DEMOCRATICO SOMOS PERU;25;282;2;20;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;206121;ACTA ELECTORAL NORMAL;2;NACIONAL;00001257;ALIANZA PARA EL PROGRESO;18;282;2;20;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;206121;ACTA ELECTORAL NORMAL;3;NACIONAL;00001366;FUERZA POPULAR;78;282;2;20;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;206121;ACTA ELECTORAL NORMAL;4;NACIONAL;00000046;PERU POSIBLE;7;282;2;20;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;206121;ACTA ELECTORAL NORMAL;5;NACIONAL;00000005;SIEMPRE UNIDOS;0;282;2;20;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;206121;ACTA ELECTORAL NORMAL;6;REGIONAL;00002353;PASCO VERDE;9;282;2;20;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;206121;ACTA ELECTORAL NORMAL;7;REGIONAL;00000983;MOVIMIENTO REGIONAL FRENTE ANDINO AMAZONICO;11;282;2;20;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;210046;ACTA ELECTORAL NORMAL;1;NACIONAL;00000014;PARTIDO DEMOCRATICO SOMOS PERU;19;293;2;18;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;210046;ACTA ELECTORAL NORMAL;2;NACIONAL;00001257;ALIANZA PARA EL PROGRESO;32;293;2;18;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;210046;ACTA ELECTORAL NORMAL;3;NACIONAL;00001366;FUERZA POPULAR;52;293;2;18;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;210046;ACTA ELECTORAL NORMAL;4;NACIONAL;00000046;PERU POSIBLE;6;293;2;18;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;210046;ACTA ELECTORAL NORMAL;5;NACIONAL;00000005;SIEMPRE UNIDOS;0;293;2;18;0
180304;PASCO;OXAPAMPA;PUERTO BERMUDEZ;MUNICIPAL DISTRITAL;210046;ACTA ELECTORAL NORMAL;6;REGIONAL;00002353;PASCO VERDE;11;293;2;18;0
